genres,,title,,release_date,tags,discount_price,reviews_url,specs,price,early_access,id,developer,sentiment,metascore
['Strategy'],,Spaceforce Constellations,,12-12-13,['Strategy'],,http://steamcommunity.com/app/263800/reviews/?browsefilter=mostrecent&p=1,['Single-player'],9.99,FALSE,263800,Dreamatrix,Negative,
"['Adventure', 'Indie', 'RPG']",,Tales of Maj'Eyal,,31-12-12,"['Rogue-like', 'RPG', 'Turn-Based', 'Indie', 'Fantasy', 'Singleplayer', 'Difficult', 'Adventure', 'Moddable', 'Open World', 'Perma Death', 'Procedural Generation', 'Replay Value', 'Tactical', '2D', 'Top-Down', 'Dungeon Crawler', 'Loot']",,http://steamcommunity.com/app/259680/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",6.99,FALSE,259680,Netcore Games,Overwhelmingly Positive,
['Action'],,Painkiller Hell &amp; Damnation: City Critters,,13-12-13,['Action'],,http://steamcommunity.com/app/229310/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",6.99,FALSE,229310,The Farm 51,Positive,
"['Action', 'Adventure']",,Marc Eckō's Getting Up: Contents Under Pressure,,14-02-06,"['Action', 'Adventure', 'Parkour', 'Great Soundtrack', 'Third Person', 'Classic', 'Atmospheric', 'Stealth', 'Singleplayer']",,http://steamcommunity.com/app/260190/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Partial Controller Support']",14.99,FALSE,260190,"The Collective,General Arcade",Very Positive,69
"['Free to Play', 'Simulation']",,Pinball Arcade: Season Three Pro Pack,,16-12-13,"['Simulation', 'Free to Play', 'Pinball']",,http://steamcommunity.com/app/268281/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",39.99,FALSE,268281,FarSight Studios,,
"['Free to Play', 'Simulation']",,Pinball Arcade: Season Three Pack,,16-12-13,"['Simulation', 'Free to Play', 'Pinball']",,http://steamcommunity.com/app/268280/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",29.99,FALSE,268280,FarSight Studios,4 user reviews,
"['Action', 'RPG']",,PAYDAY 2: The Charlie Santa Heist,,16-12-13,"['Action', 'RPG', 'Co-op', 'FPS', 'Heist', 'Online Co-Op', 'Gun Customization', 'Multiplayer', 'First-Person', 'Great Soundtrack', 'Shooter']",,http://steamcommunity.com/app/271110/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",,FALSE,271110,OVERKILL - a Starbreeze Studio.,Positive,
"['Action', 'Adventure']",,Alan Wake Bonus Materials,,17-12-13,"['Action', 'Adventure']",,http://steamcommunity.com/app/268560/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",,FALSE,268560,Remedy Entertainment,Very Positive,
"['Casual', 'Indie']",,Episode 3 - The Fisherman and His Wife,,06-01-14,"['Indie', 'Casual']",,http://steamcommunity.com/app/261392/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content']",0.99,FALSE,261392,Spicyhorse,1 user reviews,
"['Action', 'RPG']",,Magicka: The Ninth Element Novel,,17-12-13,"['Action', 'RPG']",,http://steamcommunity.com/app/266740/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content']",4.99,FALSE,266740,Paradox Interactive,Positive,
['Animation &amp; Modeling'],,RaySupreme 3D,,16-12-13,['Animation & Modeling'],,http://steamcommunity.com/app/262650/reviews/?browsefilter=mostrecent&p=1,,39.99,FALSE,262650,BrainDistrict,Mostly Negative,
['Simulation'],,Airport Simulator 2014,,19-12-13,"['Simulation', 'Management', 'Singleplayer', 'Dating Sim']",,http://steamcommunity.com/app/267600/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Cloud']",9.99,FALSE,267600,United Independent Entertainment GmbH,Overwhelmingly Negative,
['Simulation'],,Woodcutter Simulator 2013,,19-12-13,['Simulation'],,http://steamcommunity.com/app/267610/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Steam Cloud']",9.99,FALSE,267610,United Independent Entertainment GmbH,Mostly Negative,
"['Action', 'Adventure', 'Indie']",,Master Reboot Art Book and Soundtrack,,19-12-13,"['Action', 'Adventure', 'Indie']",,http://steamcommunity.com/app/271100/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content']",6.99,FALSE,271100,Wales Interactive,4 user reviews,
"['Action', 'RPG']",,PAYDAY 2: A Merry Payday Christmas Soundtrack,,19-12-13,"['Action', 'RPG', 'Soundtrack', 'Great Soundtrack', 'Music', 'Co-op', 'FPS']",,http://steamcommunity.com/app/267381/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",,FALSE,267381,OVERKILL - a Starbreeze Studio.,Very Positive,
"['Simulation', 'Strategy']",,Europa Universalis IV: Songs of Yuletide,,20-12-13,"['Strategy', 'Simulation']",,http://steamcommunity.com/app/241373/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",,FALSE,241373,Paradox Development Studio,Very Positive,
"['Free to Play', 'Massively Multiplayer', 'RPG']",,Ragnarok Online 2 - Santa Claus Essentials Pack,,19-12-13,"['RPG', 'Massively Multiplayer', 'Free to Play']",,http://steamcommunity.com/app/265090/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'MMO', 'Downloadable Content']",49.99,FALSE,265090,"Gravity, Inc.",,
"['Action', 'Indie']",,Guncraft: Holiday Block Pack,,20-12-13,"['Action', 'Indie']",,http://steamcommunity.com/app/259122/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",0.99,FALSE,259122,Exato Games Studio,,
"['RPG', 'Simulation', 'Strategy']",,Crusader Kings II: Songs of Yuletide,,20-12-13,"['Strategy', 'RPG', 'Simulation']",,http://steamcommunity.com/app/226671/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Trading Cards']",,FALSE,226671,Paradox Development Studio,Very Positive,
"['Casual', 'Indie']",,Episode 4 - Puss in Boots,,06-01-14,"['Indie', 'Casual']",,http://steamcommunity.com/app/261393/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content']",0.99,FALSE,261393,Spicyhorse,,
"['Casual', 'Indie']",,Episode 8 - Beauty and the Beast,,06-01-14,"['Indie', 'Casual']",,http://steamcommunity.com/app/261397/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content']",0.99,FALSE,261397,Spicy Horse Games,,
"['Casual', 'Indie']",,Episode 5 - The Girl Without Hands,,06-01-14,"['Indie', 'Casual']",,http://steamcommunity.com/app/261394/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content']",0.99,FALSE,261394,Spicy Horse Games,,
"['Casual', 'Indie']",,Episode 7 - The Devil and His Three Golden Hairs,,06-01-14,"['Indie', 'Casual']",,http://steamcommunity.com/app/261396/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content']",0.99,FALSE,261396,Spicy Horse Games,,
"['Casual', 'Indie']",,Episode 6 - Godfather Death,,06-01-14,"['Indie', 'Casual']",,http://steamcommunity.com/app/261395/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content']",0.99,FALSE,261395,Spicy Horse Games,,
"['Casual', 'Indie']",,Episode 9 - The Master Thief,,06-01-14,"['Indie', 'Casual']",,http://steamcommunity.com/app/261398/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content']",0.99,FALSE,261398,Spicyhorse,,
,,Magic 2014 “Warsmith” Foil Conversion,,08-01-14,,,http://steamcommunity.com/app/215922/reviews/?browsefilter=mostrecent&p=1,['Downloadable Content'],0.99,FALSE,215922,,,
"['Casual', 'Indie']",,Episode 10 - The Singing Bone,,06-01-14,"['Indie', 'Casual']",,http://steamcommunity.com/app/261399/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content']",0.99,FALSE,261399,Spicyhorse,,
"['Casual', 'Simulation']",,Rocksmith® 2014 – Aerosmith Song Pack,,07-01-14,"['Casual', 'Simulation']",,http://steamcommunity.com/app/271415/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",11.99,FALSE,271415,Ubisoft - San Francisco,,
,,Magic 2014 “Warsmith” Deck Key,,08-01-14,,,http://steamcommunity.com/app/215921/reviews/?browsefilter=mostrecent&p=1,['Downloadable Content'],0.99,FALSE,215921,,,
,,Magic 2014 “Hunting Season” Foil Conversion,,08-01-14,,,http://steamcommunity.com/app/215914/reviews/?browsefilter=mostrecent&p=1,['Downloadable Content'],0.99,FALSE,215914,,,
,,Magic 2014 “Hunting Season” Deck Key,,08-01-14,,,http://steamcommunity.com/app/215913/reviews/?browsefilter=mostrecent&p=1,['Downloadable Content'],0.99,FALSE,215913,,,
['Strategy'],,Magic 2014 - Deck Pack 3,,08-01-14,['Strategy'],,http://steamcommunity.com/app/215912/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",2.99,FALSE,215912,Stainless Games,1 user reviews,
['Action'],,Cold War,,27-09-05,"['Action', 'Stealth', 'Cold War', 'Third Person', 'Singleplayer']",,http://steamcommunity.com/app/260650/reviews/?browsefilter=mostrecent&p=1,['Single-player'],4.99,FALSE,260650,Mindware Studios,Mixed,64
"['Action', 'Adventure', 'Indie', 'RPG']",,CONSORTIUM,,08-01-14,"['RPG', 'Sci-fi', 'Adventure', 'Indie', 'Action', 'Singleplayer', 'Story Rich', 'Choices Matter', 'First-Person', 'FPS', 'Kickstarter', 'Space', 'Short']",,http://steamcommunity.com/app/264240/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,FALSE,264240,Interdimensional Games Inc,Mostly Positive,66
"['Action', 'Indie', 'Sports']",,Nidhogg,,13-01-14,"['Local Multiplayer', 'Indie', 'Action', 'Swordplay', 'Fighting', 'Multiplayer', '2D Fighter', 'Pixel Graphics', 'PvP', '2D', 'Sports', 'Fast-Paced', 'Competitive', 'Controller', 'Funny', 'Local Co-Op', 'GameMaker', 'Platformer', 'Co-op', 'Great Soundtrack']",,http://steamcommunity.com/app/94400/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Stats', 'Steam Leaderboards']",9.99,FALSE,94400,Messhof,Very Positive,81
"['Indie', 'Strategy']",,Galcon Legends,,13-01-14,"['Strategy', 'Indie']",,http://steamcommunity.com/app/201040/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",4.99,FALSE,201040,"Hassey Enterprises, Inc.",Mostly Negative,
"['Action', 'Indie', 'Strategy']",,Awesomenauts - SUSI Announcer,,13-01-14,"['Indie', 'Strategy', 'Action']",,http://steamcommunity.com/app/256510/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Steam Leaderboards']",3.99,FALSE,256510,Ronimo Games,Positive,
"['Adventure', 'Indie', 'Strategy']",,Sound of the Human Tanks,,14-09-12,"['Strategy', 'Adventure', 'Indie']",,http://steamcommunity.com/app/271010/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content']",9.99,FALSE,271010,Yakiniku Banzai,5 user reviews,
"['Action', 'Adventure']",,Saints Row IV - Stone Age Pack,,14-01-14,"['Action', 'Adventure']",,http://steamcommunity.com/app/247305/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",2.99,FALSE,247305,Deep Silver Volition,Positive,
"['Action', 'Adventure']",,Assassin’s Creed® Liberation HD,,15-01-14,"['Action', 'Open World', 'Female Protagonist', 'Adventure', 'Stealth', 'Third Person', 'Assassin', 'Singleplayer', 'Parkour', 'Historical', 'Exploration', 'Conspiracy', 'Action-Adventure', 'Multiplayer', 'Atmospheric', 'Sci-fi']",,http://steamcommunity.com/app/260210/reviews/?browsefilter=mostrecent&p=1,['Single-player'],19.99,FALSE,260210,Ubisoft Sofia,Mixed,
['Simulation'],,Train Simulator: West Coast Main Line Over Shap Route Add-On,,16-01-14,"['Simulation', 'Trains', 'Building', 'Driving', 'Moddable', 'Open World', 'Sandbox', 'Atmospheric', 'Realistic', 'Singleplayer', 'Family Friendly', 'TrackIR', 'Level Editor', 'Casual', 'City Builder', 'Flight']",,http://steamcommunity.com/app/222613/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",39.99,FALSE,222613,KrossRails,Mostly Positive,
"['Action', 'Adventure']",,Assassin’s Creed® Liberation HD - Bonus Pack,,15-01-14,"['Adventure', 'Action']",,http://steamcommunity.com/app/272700/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content']",1.99,FALSE,272700,Ubisoft Sofia,Positive,
"['Indie', 'RPG']",,Loren The Amazon Princess - The Castle Of N'Mar DLC,,15-01-14,"['RPG', 'Indie', 'Visual Novel']",,http://steamcommunity.com/app/270700/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards']",6.99,FALSE,270700,Winter Wolves,1 user reviews,
['Action'],,Guilty Gear Isuka,,20-06-06,"['Fighting', 'Anime', '2D Fighter', 'Action', 'Great Soundtrack', ""Beat 'em up"", 'Arcade', 'Local Multiplayer', '2D']",,http://steamcommunity.com/app/267900/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Shared/Split Screen', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",9.99,FALSE,267900,Arc System Works,Mixed,
['Action'],,Gun Metal,,23-09-03,"['Action', 'Mechs', 'Robots', 'Shooter', 'Third-Person Shooter', 'Singleplayer']",,http://steamcommunity.com/app/267920/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",9.99,FALSE,267920,Rage Software,Mostly Positive,
"['RPG', 'Strategy']",,SpellForce 2 - Demons of the Past,,16-01-14,"['RPG', 'Strategy', 'RTS', 'Fantasy']",,http://steamcommunity.com/app/245050/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Includes level editor']",19.99,FALSE,245050,"THQ Nordic,Mind Over Matter Studios",Mixed,
"['Action', 'Indie']",,Humans Must Answer,,16-01-14,"['Indie', 'Action', ""Shoot 'Em Up"", 'Space', 'Side Scroller']",,http://steamcommunity.com/app/261740/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",4.99,FALSE,261740,Sumom Games,Mixed,55
"['Action', 'Adventure', 'Free to Play', 'Indie']",,Estranged: Act I,,16-01-14,"['Free to Play', 'Adventure', 'Horror', 'Zombies', 'FPS', 'Mod', 'Action', 'Indie', 'Singleplayer', 'First-Person', 'Atmospheric', 'Multiplayer', 'Mystery', 'Survival', 'Shooter', 'VR', 'Puzzle', 'Survival Horror', 'Open World', 'Story Rich']",,http://steamcommunity.com/app/261820/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Captions available', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor', 'Includes Source SDK']",Free,FALSE,261820,Alan Edwardes,Very Positive,
"['RPG', 'Strategy']",,SpellForce 2 - Demons of the Past - Soundtrack,,16-01-14,"['Strategy', 'RPG', 'Soundtrack']",,http://steamcommunity.com/app/273290/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Includes level editor']",4.99,FALSE,273290,"THQ Nordic,Mind Over Matter Studios",1 user reviews,
"['Action', 'Casual', 'Indie', 'Simulation']",,Luxuria Superbia,,05-11-13,"['Indie', 'Casual', 'Simulation', 'Psychedelic', 'Action', 'Colorful', 'Local Co-Op']",,http://steamcommunity.com/app/269150/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Shared/Split Screen', 'Full controller support', 'Partial Controller Support']",6.99,FALSE,269150,Tale of Tales,Very Positive,
"['Action', 'Indie', 'Strategy']",,Insurgency,,22-01-14,"['FPS', 'Realistic', 'Tactical', 'Multiplayer', 'Action', 'Shooter', 'Military', 'Team-Based', 'Co-op', 'Strategy', 'First-Person', 'Online Co-Op', 'War', 'Indie', 'Competitive', 'Simulation', 'PvP', 'Atmospheric', 'Singleplayer', 'Adventure']",,http://steamcommunity.com/app/222880/reviews/?browsefilter=mostrecent&p=1,"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Includes level editor']",9.99,FALSE,222880,New World Interactive,Very Positive,74
"['Action', 'Indie']",,Blast Em!,,22-01-14,"['Action', 'Indie', ""Shoot 'Em Up"", 'Retro']",,http://steamcommunity.com/app/257630/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Leaderboards']",3.99,FALSE,257630,Xiotex Studios Ltd,Mixed,
"['Adventure', 'Indie', 'RPG']",,Paper Sorcerer,,21-11-13,"['RPG', 'Indie', 'Dungeon Crawler', 'Turn-Based', 'Adventure', 'Singleplayer', 'Kickstarter', 'Fantasy', 'First-Person', 'Stylized', 'Villain Protagonist', 'Female Protagonist']",,http://steamcommunity.com/app/263560/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",4.99,FALSE,263560,Ultra Runaway Games,Very Positive,73
"['Action', 'Indie']",,Blast Em! Source Code,,22-01-14,"['Indie', 'Action']",,http://steamcommunity.com/app/272690/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content']",9.99,FALSE,272690,Xiotex Studios,,
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']",,Hero Siege,,29-01-14,"['RPG', 'Rogue-like', 'Indie', 'Action', 'Hack and Slash', 'Pixel Graphics', 'Adventure', 'Local Co-Op', 'Multiplayer', 'Co-op', '2D', 'Top-Down', 'Rogue-lite', 'Controller', 'Action RPG', 'Twin Stick Shooter', 'Bullet Hell', 'Difficult', 'Massively Multiplayer', 'Singleplayer']",,http://steamcommunity.com/app/269210/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",5.99,FALSE,269210,"Elias Viglione,Jussi Kukkonen",Very Positive,
"['Adventure', 'Casual', 'Indie']",,Broken Age - Soundtrack,,28-01-14,"['Adventure', 'Indie', 'Casual']",,http://steamcommunity.com/app/271950/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Trading Cards', 'Steam Cloud']",6.99,FALSE,271950,Double Fine Productions,5 user reviews,
"['Action', 'Indie', 'RPG']",,Our Darker Purpose,,29-01-14,"['Rogue-like', 'Indie', 'Action', 'RPG', 'Rogue-lite', 'Difficult', 'Procedural Generation', 'Female Protagonist', 'Dark', 'Perma Death', 'Gothic', 'Singleplayer', 'Kickstarter', '2D']",,http://steamcommunity.com/app/262790/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",14.99,FALSE,262790,Avidly Wild Games,Very Positive,74
"['Indie', 'Massively Multiplayer', 'Strategy']",,The Castle Doctrine,,29-01-14,"['Indie', 'Massively Multiplayer', 'Strategy', 'Perma Death', 'Difficult', 'Puzzle', '2D', 'Pixel Graphics', 'Simulation', 'Rogue-like']",,http://steamcommunity.com/app/249570/reviews/?browsefilter=mostrecent&p=1,"['Multi-player', 'MMO', 'Cross-Platform Multiplayer', 'Steam Cloud']",15.99,FALSE,249570,Jason Rohrer,Mixed,58
"['Indie', 'RPG']",,Saturday Morning RPG,,29-01-14,"['RPG', 'Indie', 'Turn-Based', 'Comedy', '1980s', 'Parody', 'Singleplayer', 'JRPG', 'Funny', 'Retro', 'Great Soundtrack', 'Pixel Graphics', 'Cartoon']",,http://steamcommunity.com/app/263320/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",6.99,FALSE,263320,Mighty Rabbit Studios,Very Positive,
['Utilities'],,Star Swarm Stress Test,,30-01-14,"['Utilities', 'Benchmark']",,http://steamcommunity.com/app/267130/reviews/?browsefilter=mostrecent&p=1,['Single-player'],,FALSE,267130,Oxide Games,Very Positive,
"['Casual', 'Indie', 'Strategy']",,Tribloos 2,,12-01-13,"['Casual', 'Indie', 'Strategy']",,http://steamcommunity.com/app/271550/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",9.99,FALSE,271550,BumpkinBrothers,Very Positive,
['Simulation'],,Train Simulator: Amtrak P42 DC 'Empire Builder' Loco Add-On,,30-01-14,"['Simulation', 'Realistic', 'Trains', 'Open World', 'Sandbox', 'Physics', 'Atmospheric', 'Family Friendly', 'TrackIR']",,http://steamcommunity.com/app/222627/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",19.99,FALSE,222627,Dovetail Games,Mostly Positive,
"['RPG', 'Strategy']",,King's Bounty: Warriors of the North - Ice and Fire,,30-01-14,"['RPG', 'Strategy', 'Turn-Based Strategy']",,http://steamcommunity.com/app/203358/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Cloud']",4.99,FALSE,203358,Revultive Games,Mixed,
['Strategy'],,Hostile Waters: Antaeus Rising,,14-06-01,"['Strategy', 'Action', 'Sci-fi', 'Singleplayer', 'Classic', 'Shooter']",,http://steamcommunity.com/app/267980/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Trading Cards', 'Steam Cloud']",9.99,FALSE,267980,Rage Software,Very Positive,80
"['Indie', 'Strategy']",,rymdkapsel,,30-01-14,"['Strategy', 'Indie', 'Singleplayer', 'Resource Management', 'Space', 'Casual', 'Tower Defense', 'RTS', 'Minimalist', 'Sci-fi']",,http://steamcommunity.com/app/253790/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']",7.99,FALSE,253790,grapefrukt games,Very Positive,77
"['Adventure', 'Indie']",,Serena,,30-01-14,"['Horror', 'Indie', 'Point & Click', 'Free to Play', 'Adventure', 'Psychological Horror', 'Story Rich', 'Short', 'Dark', 'First-Person', 'Mystery', 'Atmospheric', 'Singleplayer', 'Puzzle', 'Walking Simulator', 'Multiplayer', 'Co-op']",,http://steamcommunity.com/app/272060/reviews/?browsefilter=mostrecent&p=1,['Single-player'],,FALSE,272060,Senscape,Mostly Positive,
"['Action', 'RPG']",,PAYDAY 2: Gage Weapon Pack #02,,30-01-14,"['Action', 'RPG', 'FPS', 'Online Co-Op', 'Heist', 'Co-op', 'Shooter', 'Gun Customization', 'Multiplayer', 'Team-Based', 'Stealth', 'Strategy', 'Crime', 'First-Person']",22.66,http://steamcommunity.com/app/275590/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",,FALSE,275590,OVERKILL - a Starbreeze Studio.,Mixed,
"['Action', 'Adventure', 'Indie']",,Octodad: Dadliest Catch,,30-01-14,"['Comedy', 'Physics', 'Indie', 'Funny', 'Family Friendly', 'Adventure', 'Local Co-Op', 'Walking Simulator', 'Action', 'Singleplayer', 'Puzzle', 'Co-op', 'Short', 'Simulation', 'Third Person', 'Difficult', 'Great Soundtrack', 'Local Multiplayer', 'Intentionally Awkward Controls', 'Platformer']",,http://steamcommunity.com/app/224480/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",14.99,FALSE,224480,Young Horses,Very Positive,69
"['Design &amp; Illustration', 'Web Publishing']",,RPG Maker VX Ace - Inspirational Vol. 2,,31-01-14,"['Design & Illustration', 'Web Publishing', 'RPGMaker', 'Music', 'Game Development']",,http://steamcommunity.com/app/271962/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content']",24.99,FALSE,271962,Degica,5 user reviews,
"['Action', 'Indie']",,Aqua Kitty - Milk Mine Defender,,03-02-14,"['Action', 'Indie', ""Shoot 'Em Up"", 'Retro', 'Arcade', '2D', 'Pixel Graphics', 'Local Co-Op', 'Shooter', 'Side Scroller', 'Cute', 'Co-op', 'Difficult', 'Underwater', 'Great Soundtrack', 'Local Multiplayer']",,http://steamcommunity.com/app/263880/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",6.99,FALSE,263880,"Dugan,Gabor,Electric Cafe",Very Positive,
"['Casual', 'Simulation']",,"Rocksmith® 2014 – R.E.M. - “What’s the Frequency, Kenneth?”",,04-02-14,"['Casual', 'Simulation']",,http://steamcommunity.com/app/271426/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",2.99,FALSE,271426,Ubisoft - San Francisco,,
"['Action', 'Casual', 'Indie']",,Waves Soundtrack,,31-01-14,"['Indie', 'Casual', 'Action', 'Soundtrack']",,http://steamcommunity.com/app/232990/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",0.99,FALSE,232990,Squid In A Box Ltd,3 user reviews,
